issue_date;license_plate_number;violation_code;unit_description;fine_level1_amount;community_area_name
2002-05-31 19:20:00;0c0e91d4c9a819a52ebef698874a40a659dcec2cd12b6c6127561597143ef7f7;0964150B;CPD;50;WEST RIDGE
2002-05-31 19:21:00;27f7c7db7b01ea4ff4cec5b730fd07f5c69d7a148257ddf0d6d343f4119079b8;0964150B;CPD;50;GARFIELD RIDGE
2001-05-30 16:41:00;c94d83c96b6835504fd7f59088b12a1953730dd882eac0dc089b1d1d250abf1b;0964080A;CPD;50;WEST GARFIELD PARK
2001-05-30 16:43:00;332d4b82896876284a3a2b7e747512f2490d43ffb24ef01e18f45ac06d1aa672;0964150B;CPD;50;NEAR NORTH SIDE
2002-05-31 19:24:00;422a9157b4e1726708a3485bb1a89f68e2f4de0f867c534850a0b2d52131d1b6;0964150B;CPD;50;OHARE
2002-05-31 19:25:00;0c0e91d4c9a819a52ebef698874a40a659dcec2cd12b6c6127561597143ef7f7;0976160A;CPD;25;WEST RIDGE
2002-05-31 19:25:00;f2ad33beddcdc4b439e6fd5ef7e4e24b7d550a292a30d8cec9e37a141016259f;0964150B;CPD;50;OHARE
2004-01-27 19:42:00;c7774e8a337f2c857e6bd14ced1834b9b555d99ab84d443fb9e0332a57f270f8;0964190B;CPD;50;LOOP
2004-01-27 19:43:00;37875daba3ab8a23c6515385b5a4c62688a9eaa4960146dc49485eab6b5404a5;0964150B;CPD;50;GARFIELD RIDGE
2001-05-30 16:45:00;c94d83c96b6835504fd7f59088b12a1953730dd882eac0dc089b1d1d250abf1b;0964080A;CPD;50;SOUTH LAWNDALE
2001-05-30 16:45:00;acd57d4ed178d22017fadd233b924058afc8364ba1f0c2d476d250ad6d52c728;0964190A;CPD;30;WEST RIDGE
2002-05-31 19:30:00;813a5b6ae7055a877a01d39be34955fd1d1772872daf63fe3b0dc066acf9c701;0964150B;CPD;50;OHARE
2001-05-30 16:45:00;741f927dd080f89d95163108ad511d6653961e9f7d6962702078e58f96dde3e0;0964080B;CPD;50;NEAR NORTH SIDE
2001-05-30 16:45:00;f7a3ffc87cf40b98eb5f06a3bfc2e5850025f4e12ad1c9b5a4ed7d2f5544c4c8;0964110C;CPD;50;WEST RIDGE
2001-05-30 16:45:00;f532ef7e62bbe5a8d01a02380e56b04550ab68624355ddb618855e61bd2ccf62;0964190A;CPD;30;WEST RIDGE
2001-05-30 16:46:00;085edc0b7366f6d9aee737694d1214d5c48ad9fc9002886bbb7c5d9b1f934452;0964080A;CPD;50;NEAR NORTH SIDE
2001-05-30 16:46:00;25b4ded8b16a226ad2353fd5cfea8f2eb644f9751bb072ba868b6fa857e37f59;0964080A;CPD;50;SOUTH LAWNDALE
2001-05-30 16:47:00;24d98ce37676252e1924da8d181af908921925adb5dd1efde82779f9d6c65bf5;0964150B;CPD;50;EDGEWATER
2003-06-24 10:28:00;a4e61f5a924238ece279328e151e476b3f5d25fa5319459e3d935180f6d91fee;0964150B;CPD;50;OHARE
2002-05-31 19:35:00;4987f5da8796db1047adb3ac180e9c418d6787170252d504387c49d24bbe4bc4;0964020A;CPD;25;LINCOLN PARK
2001-05-30 16:47:00;d238be63b9b6d5eb0cbded0f7d310a152963721c504f966027760bda45ad2f2a;0964190B;CPD;50;LOOP
2001-05-30 16:48:00;b2e1bd82222d1a3161b410e2568f2f9c21c4ff6ff5f2137d8f0f9a9593ab866c;0964080A;CPD;50;SOUTH LAWNDALE
2001-05-30 16:48:00;21503153db7282f8fcb36d02446d2adddf541f5f15494ebca16243763f11b476;0964080A;CPD;50;NEAR NORTH SIDE
2001-05-30 16:49:00;d20c97b67086a37e3017b4d563d46720d999f7eadda5641415c26d397fb28dae;0964080A;CPD;50;NEAR NORTH SIDE
2001-05-30 16:50:00;d7c36a3ae5aeca39bd77a1838195295253f411700ef5250b3c6057937ee54f8e;0964080A;CPD;50;NEAR NORTH SIDE
2004-01-27 19:53:00;3693eb78d94943bd94b8d092fe63fb62cff650e220e66f4c92423cc076edcf99;0964190A;CPD;30;LAKE VIEW
2004-01-27 19:55:00;18f0905f02975791782f92fe4177339131da8f338b1d77b8cb51e3edc15e937c;0964190A;CPD;30;LAKE VIEW
2002-05-31 19:50:00;f972198c34b6a8b726e05413c3b74699d583af90f7c105900e0e878fdb4bddeb;0964150B;CPD;50;GARFIELD RIDGE
2003-06-24 10:30:00;933fea1adaf8af7dc6c0b097d6042ba057419206968bc58f0497a09ff0d96479;0964040B;DOF;50;WOODLAWN
2003-06-24 10:30:00;ed8eda1e7dc0278f7af64c77ac927634f1f163a8ff6e32682b91a9d259024514;0964190A;CPD;30;NEAR WEST SIDE
2003-06-24 10:30:00;94eaec8637b3874e37725899628acfe1a41e4e474d19a5043dde228fc2a59a41;0964190A;CPD;30;NEAR WEST SIDE
2004-01-27 20:00:00;c94d83c96b6835504fd7f59088b12a1953730dd882eac0dc089b1d1d250abf1b;0964125;CPD;60;AUSTIN
2004-01-27 20:03:00;b34f04d9dce523c3e8e433168a2955077193a6cc8a372e48b12e20ee241b156c;0964190B;CPD;50;LOOP
2001-05-30 16:50:00;9cab6b22fe1cb4f25d3f09b540ad492e493cda5e5a8131ee15d491d6d7065220;0964080A;CPD;50;ARMOUR SQUARE
2001-05-30 16:50:00;d919f0edc12f2af8989357d2efc3ac692c1c6733ed8644f9dbc8c6ad5438487f;0964080A;CPD;50;NEAR NORTH SIDE
2001-05-30 16:50:00;62bbf4dec50aa9c8c4a42ffdf6b5eb431acf2e7a35171f310fe461b0a698cd12;0976160F;CPD;25;WEST LAWN
2001-05-30 16:50:00;965d2e16f426076c5754ae71a03ee587b23eb6b0c0373d1b37a3390905b55805;0964080A;CPD;50;ARMOUR SQUARE
2001-05-30 16:51:00;c07def0be875b6722563d6df0858a40ea020ad9fc2e408e01aac3f120b02f74d;0964080A;CPD;50;NEAR NORTH SIDE
2002-05-31 19:59:00;e5b369b54aa883912d4f46ec3153f9c34454860a99e9e37b22aa8eddf53db58f;0964150B;CPD;50;GARFIELD RIDGE
2002-05-31 20:00:00;59922217d062e38d1059f5920131956d7f6f8ad01626271e2a78841fddb1562f;0964150B;Miscellaneous;50;OHARE
2005-01-07 07:50:00;6a188ffcfeab766596d565bcaa72e70ffd5deacf8864fba25cb68f09803ae25d;0964080A;CPD;50;LOOP
2005-01-07 07:55:00;a89e6f4bc65e04ee7eb88b313c9fbd723b424dae2efc1ab436a3e9b4e0d65c96;0964080A;CPD;50;LOOP
2001-05-30 16:53:00;acc7f120505cbe41ac2f609a159761aef9d5c173df8f5a1f57605296a54b091b;0964080B;Miscellaneous;50;LOOP
2001-05-30 16:55:00;517649926b4fbb1a39d2ea164b6fd910fb4357ee1f49c9b659d8931f6789e1ba;0964080A;CPD;50;ARMOUR SQUARE
2004-01-27 20:05:00;6807eb90866e5e88faee39a167c7ff5594e37c4cca4bf9912dd568ca225d67b0;0964190B;CPD;50;LOOP
2004-01-27 20:05:00;4c4e7f8e06ac1a80cead1c1c6a61f02589a09be9c9c8c90f4787ad5c59268df3;0964190B;CPD;50;LOOP
2004-01-27 20:09:00;7e1c73362ad3a7d74ea4c47a54b8d770c64c52d8e7cf3e714922f90eac7e36cd;0964190B;CPD;50;LOOP
2004-01-27 20:10:00;fec4f0d44e225f6b2beb8bacb91f410a7b0890d52fc700ff0fd26b7cd9296d47;0964150B;CPD;50;GARFIELD RIDGE
2004-01-27 20:11:00;41064d4cbcd367dc4b532d43f4444d365d653f5f85ad66a40a88094e9fad03eb;0964125;CPD;60;LOOP
2003-06-24 10:35:00;50258558c2ae4bf1c5d0d9dd897ab9186102f5c90fde57e02672d0edcbb01f8e;0964190A;CPD;30;NEAR WEST SIDE
2003-06-24 10:35:00;fcfe6bfdef935f87cde3c6d9152c2361012b53091bccaa34642ff9cd08623ab4;0976160A;Miscellaneous;25;OHARE
2003-06-24 10:35:00;a321203868e27b43602757ddba3a0d7617816e9190860681a5ac20ecf8b95ab5;0964190A;CPD;30;NEAR WEST SIDE
2001-05-30 16:55:00;7ab07f596c45bc7feb708dbf5a486be0d6b98772c9e3b8f77a4f1fb6ece1a207;0964190B;CPD;50;LOOP
2001-05-30 16:56:00;f6a8dd4483cd4e59e4adab71b9f2dbd48696916dd99e5245fc2ca3708b1eb374;0964130;CPD;50;WEST TOWN
2001-05-30 16:56:00;02767a9808589489060a78d6eb2decd5367df6177bded332b685fb1dbe68bab2;0964080A;CPD;50;ARMOUR SQUARE
2003-06-24 10:36:00;6e15240d57af4b0e49312905f9a1bced0e0c89a7e5c233e9d859abb5247bed54;0964040B;DOF;50;WOODLAWN
2004-01-27 20:11:00;41064d4cbcd367dc4b532d43f4444d365d653f5f85ad66a40a88094e9fad03eb;0976160F;CPD;25;LOOP
2005-01-07 08:07:00;c5c861edab99725d90aee99061f1ce79afd80759ff0192d6219adc7105fe9526;0964150B;Miscellaneous;50;NEAR WEST SIDE
2005-01-07 08:08:00;2ac297cf7829d7832fd085fd96d51fe9e5d905f0c3631c35d2975e436fb06c00;0964190B;CPD;50;LOOP
2001-05-30 16:56:00;41fd01fe3231a82435644508d6a9fdcd383184583fcf7565c82a1de948818233;0964080B;CPD;50;LOOP
2001-05-30 16:57:00;abcbc7587998d9642002ccbe5d5df8f65b2a514098568d163d14dcc22ee23b78;0964080B;CPD;50;NEAR NORTH SIDE
2001-05-30 16:57:00;e117e0488a0717039551ffcd250506aa18492c8364ab8ef43b6b43bc62f4f4e5;0964080A;CPD;50;ARMOUR SQUARE
2001-05-30 16:57:00;741f927dd080f89d95163108ad511d6653961e9f7d6962702078e58f96dde3e0;0964080A;CPD;50;NEAR NORTH SIDE
2001-05-30 16:57:00;85c9b9389c1ac33c173540f93ac7bf20e830aad58760f4f725005e88bdd98718;0964080A;CPD;50;ARMOUR SQUARE
2001-05-30 16:58:00;81e870825956836b76916667261c8ccd50fec448f15064693b4f27280cd440c8;0964080B;CPD;50;NEAR NORTH SIDE
2001-05-30 16:58:00;9d689d293d03f23501b042a8170a342f3938742c27dcaddb9f6e98ff109b2caf;0964080A;CPD;50;ARMOUR SQUARE
2001-05-30 16:59:00;3043f7373b06cc389c5063f9d57f25eedc2c159983dc12445435bd9d05afa811;0976160F;CPD;25;BRIGHTON PARK
2004-01-27 20:24:00;375a27de96fdd166a0736eb6e528c26666567e02b277bfe94613366f8b43b4aa;0976160F;CPD;25;LINCOLN PARK
2005-01-07 08:12:00;9363495e8ce0c0ed6eba74ec693dec0d33911341a326e13f083f8746007d649e;0964080A;CPD;50;LINCOLN PARK
2005-01-07 08:13:00;09358f244de68babccac31fd62142ed81a39a078355d4695b44d574a0aa5f25c;0964050J;CPD;150;LOOP
2001-05-30 16:59:00;12b676e19d16f3b8e928fee9923ab6bd90793139f27914daa6bef6759b3910e0;0964080A;CPD;50;ARMOUR SQUARE
2001-05-30 17:00:00;46a65ae0037907fff2b989a2ae6825c7e928aa3ad3413892edb525fb79edb7fa;0964080A;CPD;50;LAKE VIEW
2001-05-30 17:00:00;bbe5c3aa5f9b2352cbf6b98383bc812ab3d26fc42bd289e4953a300d84aa95c9;0964080A;CPD;50;LAKE VIEW
2001-05-30 17:00:00;1fb628b538503e33d48b93ad8c1a2ada55141fe4199f4600140fffca040d11b1;0964080A;CPD;50;ARMOUR SQUARE
2001-05-30 17:00:00;929d0110895f27ef044ba2e330dc8f162478ae2333e5c7e122d72d7ee8e397f4;0964080A;CPD;50;ARMOUR SQUARE
2003-06-24 10:40:00;ca152b94b837e7d2458e12ffa75682a8fdb78091826fbd110537da057a6e37f1;0976160A;CPD;25;NEAR WEST SIDE
2004-01-27 20:26:00;c94d83c96b6835504fd7f59088b12a1953730dd882eac0dc089b1d1d250abf1b;0964125;CPD;60;WEST TOWN
2004-01-27 20:26:00;c94d83c96b6835504fd7f59088b12a1953730dd882eac0dc089b1d1d250abf1b;0976160F;CPD;25;WEST TOWN
2005-01-07 08:17:00;292d3f39962d8e79295ef25e31f15ac8ec2fb7e63b2173b1a3bf3736a11377c2;0964190A;DOF;30;LAKE VIEW
2001-05-30 17:00:00;54774938d94fa16f5150134f53522afb5534d7cac4574842af7d6d73b3288e32;0964190B;CPD;50;LOOP
2001-05-30 17:00:00;4321bed6bda69c22b0b39705afd473b272e0a57ed4526d07bfda2aa6856f1586;0964200B;CPD;25;LOOP
2001-05-30 17:00:00;7441827be2413bb5f27f8101c3752cd867eb717c11d629817e783c2b1b1898a9;0964190B;CPD;50;LOOP
2004-01-27 20:38:00;69fcf90186b962622e4ea5afdb742bad3cb671e144361c9d00232d17617c661f;0964150B;CPD;50;GARFIELD RIDGE
2003-06-24 10:41:00;02c409f71d046f5fcce33442322c4a3da853897e0bdd51745a6e59d47d2a2ba2;0964190A;CPD;30;NEAR WEST SIDE
2003-06-24 10:42:00;eceb48361f3854f007aa0eb51f92b2901d76fe493b25e34a0f1c78e0b8558d03;0964040B;DOF;50;WEST RIDGE
2003-06-24 10:42:00;2c0358c2b02945a28d6a53436ab4441a50a87538c6fad2c9cd361a78cefaea66;0964150B;DOF;50;NEAR WEST SIDE
2003-06-24 10:42:00;02c409f71d046f5fcce33442322c4a3da853897e0bdd51745a6e59d47d2a2ba2;0976160F;CPD;25;NEAR WEST SIDE
2003-06-24 10:42:00;6ab8f70fcb7a50366e4128fc80829bb02ce3aea7c826cdc96386684bae8062a1;0964040B;DOF;50;WEST RIDGE
2003-06-24 10:43:00;bcabd383594f315d5027e1c1e9030ac95c9e42bab03f7410775035093a39491d;0964190A;CPD;30;NEAR WEST SIDE
2001-05-30 17:00:00;90ca4580f6dc5f16ba7006d2ec3d30f0d980a71af39f9002b0a5e3ed7d1e25d8;0964080B;CPD;50;LOOP
2001-05-30 17:00:00;31ed5cf23eacc2926c13a98a19bfe89de23b77cfc86621aa210321ab49a0433a;0964080A;CPD;50;LAKE VIEW
2005-01-07 08:18:00;8dc5df7950a46078c93ca831ec7d71a70332d16f2c200f5af5d8ed76081cb2d3;0976160F;CPD;50;NEW CITY
2005-01-07 08:20:00;1df38553868e8ad5ceac14a05702e7113465e001f2496ecf1ecc5df2102727a3;0964190A;DOF;30;LAKE VIEW
2003-06-24 10:44:00;02c409f71d046f5fcce33442322c4a3da853897e0bdd51745a6e59d47d2a2ba2;0976160A;CPD;25;NEAR WEST SIDE
2005-01-07 08:21:00;27267ee598531ab9947441d6d22421878bdb2b0a4491babace755ea3033dd58a;0964190A;DOF;30;LAKE VIEW
2001-05-30 16:27:00;3d04f4397c3ee7d02289b63b9008723bed37dbbc1f709c4ace3eaa742e323f4a;0964080A;CPD;50;LOOP
2001-05-30 16:30:00;628c492fe7362fc990702126594529590400c917313a434d1820f5aeab45fecf;0964150B;CPD;50;OHARE
2003-06-24 10:45:00;5cd7a33e0174fe51378a53a54beee4f23f940d28280e72d98d3da428e3ee6a1e;0976160F;CPD;25;OHARE
2003-06-24 10:45:00;b387863ca16d933d383e66ea7a6dbf563363b0a842f0c25dc208a60c6a18d639;0964190A;DOF;30;LINCOLN PARK
2003-06-24 10:45:00;6e6f08bcd409829fb5c659b76955ecbb957e6ff7d8858aad01cf23b95302df7e;0964190A;CPD;30;NEAR WEST SIDE
2003-06-24 10:48:00;e6fe148ebc93185cfecc91728982813db51ca5d88f5bcaa5ffa314facfe31b9c;0964040B;Miscellaneous;50;NEAR WEST SIDE
2003-06-24 10:50:00;ec6cf1c7ad41624a7cc77f477439734dbc4adaa35e4d4cf49feacd56f18062d2;0964040B;CPD;50;LAKE VIEW
2003-06-24 10:55:00;146ef7696b42aa402d4a9f010f0c451da8ae8aedbbe80771c6d6096b21a1cb9f;0964150B;DOF;50;LOOP
2003-06-24 10:55:00;d7a4862fb27fc3f91234fbfde81900615a31b084481e1a535b1e457b78c3762e;0964040B;CPD;50;LAKE VIEW
2003-06-24 10:55:00;9961bedf90bda50a0888115e5f39d710cd1e564d04c9338b1f3f4f3135e3eed8;0980110A;CPD;50;LOGAN SQUARE
2003-06-24 10:56:00;2fc518c2345dd1bd057b5468a05ecdb17e8678df0ea95137a7bfba90b466c42c;0964150B;DOF;50;LOOP
2003-06-24 10:57:00;e1dcb03b92eb87184c9d2e6bd3bdd86c413a6b0dd0b0d49f50ea8d07e1359672;0964190A;DOF;30;LINCOLN PARK
2003-06-24 10:58:00;7a0c8beb2f1e9d802d36e88e287dcbdefe370c2b9d960d79daf58c1fa5312dbc;0964190B;CPD;50;LOOP
2003-06-24 10:59:00;aa743b3ef599b9ad08d869fcf7a1ea6cb8984e362d9c2bc1c84a0d1c35e8aa2e;0964125;CPD;60;UPTOWN
2003-06-24 11:00:00;ede488ead72debd79f567a58ed82d41ef42a885248e9962c1f5c4e8aedf640ce;0964190A;DOF;30;LINCOLN PARK
2003-06-24 11:00:00;3ac83f7261cd6783efdfc01508f7209ba6f2e0428b386e0ea98eb8425c69afb1;0964040B;CPD;50;SOUTH LAWNDALE
2005-01-07 08:25:00;e9a44ae4d52342ab774a75ee4186091314c70ddfcc9a9331642c5eaeec56c840;0964150B;CPD;50;OHARE
2005-01-07 08:26:00;d20b1e749564fb8ba4f529ce0c0ccf03cb17c899b632a3c5aa43517d841a75fc;0964190A;DOF;30;LAKE VIEW
2005-01-07 08:28:00;85f18c043155e115bd315cf108a450d77a3d842b3d0653650b237e9d7c4d37f0;0964190A;DOF;30;LAKE VIEW
2004-01-27 20:55:00;cc5cc52f3ee7d9a029c816a81086e5cc94598d939f1e03ea5942955422c3123f;0976160F;CPD;25;PORTAGE PARK
2003-06-24 11:00:00;5f255720c7297ad8e9b46c20bdddd1cfbedd740b8ca53263dcd88f9ac27b0215;0964040B;CPD;50;SOUTH LAWNDALE
2001-05-30 17:06:00;e8545d6eb008adec73aab885c56db94107dd1c5db0e17db66dff780f2c9af782;0964190A;CPD;30;LAKE VIEW
2001-05-30 17:07:00;c4ff7eb69bffdba65230271213c63f555ae1974f7f7400e084d29942aa7c7e8b;0964190B;CPD;50;LOOP
2005-01-07 08:35:00;f85d9f32cca6d514f29c46271656679b2e46722f5a7a2a0959c4607c7f4940d0;0964080A;CPD;50;NEAR WEST SIDE
2004-01-27 20:59:00;627d19616b2f1dd4e7a362a189558c229d5d56c037dfdacf319c4c2d0cba4c98;0964150B;CPD;50;GARFIELD RIDGE
2001-05-30 17:09:00;cb1abd8a78b499ccdbeab98d5758ccead9823bc20ba9eef384b697b65b7e6519;0964150B;CPD;50;LOOP
2003-06-24 11:03:00;5756a35e760f122246a67332d3b61d3ca3e42d7c39e38f78974e139fee00383e;0964190A;DOF;30;LINCOLN PARK
2005-01-07 08:35:00;aa4a8cee4a636e3704e232eb8cccc6afd3eace525bf442fdb5eabfdaac0a7f88;0964080A;CPD;50;NEAR WEST SIDE
2005-01-07 08:35:00;196fbcd5f4c963349eb62251e2e5f9b9b3efc98666964942621a18b9efed9a66;0964080A;CPD;50;NEAR WEST SIDE
2005-01-07 08:36:00;24fad74ac5c7ea74ea1bf65ae7b161b97c2799302809e5dc02f440bdfd27fc33;0976160F;CPD;50;LOOP
2005-01-07 08:37:00;44bdf2dca50761612548737641702297a5366a3d8f2649dddc3a5446bc5bb701;0964190A;DOF;30;LINCOLN PARK
2005-01-07 08:37:00;415fe2e7c7951684bec6752f0e03b74ca8d14aad52f93f34c9fd401b050890aa;0964080A;CPD;50;LOOP
2005-01-07 08:37:00;24fad74ac5c7ea74ea1bf65ae7b161b97c2799302809e5dc02f440bdfd27fc33;0964190B;CPD;50;LOOP
2005-01-07 08:39:00;bdc9fa91a8d0f30f29be7b586bbac2b36d4eadbb00edccd8b78b72152c20dc88;0964190A;DOF;30;LINCOLN PARK
2005-01-07 08:41:00;e5d98f6546da35110433ca815645db1a3780e1e942c5e0e000c27db01cec1959;0964190A;DOF;30;LINCOLN PARK
2005-01-07 08:45:00;215e220c28c04956c32247f736fbcd37eaed07135ed1502a19c8ae582888c0f4;0964080A;CPD;50;LOOP
2003-06-24 11:05:00;85745f59145b887e310020cbd24fd48394bf1228ba400c28bc05f510c8b603da;0964190A;CPD;30;SOUTH LAWNDALE
2003-06-24 11:05:00;6ea138d65f8ad9eae03d8ba10a38707300510539f0d4d5da52e89b84234f9c5b;0964190A;CPD;30;SOUTH LAWNDALE
2001-05-30 17:11:00;40c1659786d09839552e3bf0dfc89ac81812debfe3446a8016602b9671986092;0964150B;CPD;50;LOOP
2005-01-07 08:45:00;aef36440c51e00d987cfd1ffc33c94a2c1cde5f224516a35becc7073583c665e;0964150B;CPD;50;OHARE
2005-01-07 08:50:00;b984ef7e85c5af9b91573d6c04f559cc7c7ec6b31e159e94cd957e875c1f1b08;0964080A;CPD;50;SOUTH LAWNDALE
2005-01-07 08:50:00;e7f1b7fdfeda84af60ca937326fa65ab401460b83f0aef233ed4bd7c28399c93;0964080A;CPD;50;LOOP
2005-01-07 08:53:00;5544673f441e891a53ce6190d399d79059917c242fcf6cad8eab017c0a8e824e;0964080A;CPD;50;LOOP
2003-06-24 11:07:00;2f637bb017d41d08b606541ceb2e17dc42c77ee6dc3af59b296cd8848f1b17b7;0964190A;DOF;30;LAKE VIEW
2003-06-24 11:09:00;5b013afe90d61f04fcf44a611da2945cd89506f5e58ccd370d98267ed939f823;0964190A;DOF;30;LAKE VIEW
2003-06-24 11:10:00;c59e5dd8a43d90acaf633bc188877cbabe63d4bffe35d7608afe0be7a8ec54c3;0964190A;CPD;30;SOUTH LAWNDALE
2003-06-24 11:11:00;a240aa073fded94d9460eeaea3a64bbca1d88b4657866f71a21998bf7343b557;0964190A;DOF;30;HYDE PARK
2003-06-24 11:11:00;e5d5b863dabfd5870822332931e57a3c37f7cad2b5afc65eb906b803b9d3abae;0964190A;CPD;30;SOUTH LAWNDALE
2004-01-27 21:27:00;f644ae35f727a208cba42316eecd4a780cd7de5198169b3548a74ab076d47ac2;0976160F;CPD;25;NEAR NORTH SIDE
2004-01-27 21:29:00;709c21a1c7ec1b03cf97ac984c8bc1c557a5dbb3f384fc43fcfb65554a80d874;0964190A;CPD;30;NEAR NORTH SIDE
2004-01-27 21:30:00;880bbc95adb2e8d60bd54407838ddf9a31da34d36f670352506ad1dfb2613320;0976160F;CPD;25;NORTH LAWNDALE
2005-01-07 08:56:00;1c9b040db68517431cf78a5bba56e6ebeb613b350ec1bb6e74f2f459bd76a015;0976160F;CPD;50;OHARE
2003-06-24 11:11:00;1248537273e8de247ff267ff6b5612f5af1802af11c7d19bf148a0351266ea79;0976160A;CPD;25;SOUTH LAWNDALE
2003-06-24 11:11:00;a2669d10dfc0bc641156f890047c9ad163c6561d4204b3700f2f85ee585a2b5c;0964190B;DOF;50;LOOP
2003-06-24 11:12:00;c9aecc2a288f2bafb13ea4a07091fba21dac88e73dc1fe5ef028df765413db58;0964190A;DOF;30;LAKE VIEW
2003-06-24 11:12:00;e1223fc6635573ddf1a20158076afda884831ffbebb135c030307966fc2e9a5d;0964190B;CPD;50;NEAR NORTH SIDE
2003-06-24 11:12:00;9484551365a5223b26bab9d45f6cc9d5c2d3418844c5c9d1bd15c4dd937b763f;0964190B;DOF;50;LOOP
2005-01-07 09:00:00;8ae05c8c83bf89030212e3df1599178d2c399c7e1a3ed1ff06005eb61d48a1d5;0976160F;CPD;50;ENGLEWOOD
2005-01-07 09:00:00;9bd70dcb4f51b6bde58c212d593022a4b1f12fc62852ed0c4c0e60abda027fad;0976160F;CPD;50;OHARE
2005-01-07 09:02:00;9ab81ce0a47b8203c5838f913b600b6893c7b1d823c65e4d9d159da7d0650150;0964050J;CPD;150;LOOP
2003-06-24 11:13:00;3354aeb7c0f5db92f05a8471cd96bf8e7bbf3293f81e392967893dd117cab67c;0964190B;CPD;50;NEAR NORTH SIDE
2003-06-24 11:14:00;f6aaae6a16bcea881c3790ebbabb965d53f19389d54b2b9590567fc6a7918022;0964190A;DOF;30;HYDE PARK
2003-06-24 11:14:00;7acc9c2cbdd75d65ef61b52f2513f09c737637dee0bd9ffbd1d625e3ea4047ca;0964190B;DOF;50;LOOP
2003-06-24 11:14:00;e5c172299a696ce201cb9f0d2bc322180f768911f0ceeb21d516ab6fce0a54d4;0964190B;DOF;50;NEAR NORTH SIDE
2004-01-27 21:30:00;8369624c28c78e9ef61815156948889beff719d7466d3bff1a562de7eab4512f;0964090E;CPD;50;NEAR NORTH SIDE
2003-06-24 11:15:00;1ed484981f0deef7622a1440186c0defd5a1044db06de56dacfd2ebd912fcd53;0964100A;DOF;100;LINCOLN PARK
2003-06-24 11:15:00;aaab7e9eb0a816814e5e9f30dcfdc76624268f6f30e09aaa61a1e759d37da2e0;0964190A;CPD;30;SOUTH LAWNDALE
2005-01-07 09:03:00;7cf23694956e99c22cc1de2ddca7f0f4439855405eff292d29fe9d58e924127c;0976160F;CPD;50;NORTH LAWNDALE
2005-01-07 09:04:00;203dd0777a9ab669205fb7ea07949ad5a43c45eac06f5fafdb97e318568cb926;0964190B;CPD;50;LOOP
2005-01-07 09:04:00;6e43478b66e59fb8da7d9cbf9646d380aca796aa7c3e119a97bea4553a0290ea;0976160F;CPD;50;OHARE
2003-06-24 11:16:00;335e4565e3c80275f0ecfe115266aef2ae30e2bec19546c7cbb83646434574ee;0964190B;CPD;50;NEAR NORTH SIDE
2003-06-24 11:17:00;3918f5d4227405f8aeee709c67d6d7031ba3b0ba64750598fc131a646ed3361e;0964190A;DOF;30;NEAR WEST SIDE
2003-06-24 11:17:00;6324126913b3db35decf13363d10f6c7b7dcdca0e188956d7f9f783cf3b813c5;0964110A;CPD;30;WEST GARFIELD PARK
2003-06-24 11:17:00;58c96da7749cb994f970b4ab7a6ebcafe9bc3efaa588e3b570d4f3da390e3b9e;0964190A;DOF;30;LINCOLN PARK
2003-06-24 11:18:00;511531fcab9d9551437490b7c0828d4ca30b798583c633b09ec4fc57f777fcac;0964110A;CPD;30;WEST GARFIELD PARK
2003-06-24 11:18:00;ad15f7ea1bed5de7d6c6353de5614200f2edebf63d3ae61b01025530087e1a75;0964100F;CPD;25;NEAR NORTH SIDE
2005-01-07 09:08:00;8f4a892fb837752760b06550e69a54210194fef18d2d500c804b2479e0bee9ec;0976160F;CPD;50;OHARE
2005-01-07 09:08:00;17edbbe43aa411c4f2b017b95d5781313a01887dac2286bfc8f51c5d2e7b7da5;0976160A;DOF;50;CHICAGO LAWN
2003-06-24 11:18:00;d7e2a3d04be2e2fc3c026347068f660b75a25d6321d178cfa9d7be081c68b1c5;0964190B;CPD;50;LOOP
2003-06-24 11:20:00;3eaa66c56f66bc1fc5aff61b7e89d71e47a3902837270eb70249e0dd22fc7de4;0964190A;DOF;30;LAKE VIEW
2003-06-24 11:20:00;12d8cf925a9c834ff34b42b2500708eae7d207b5e928697efdda8b6a6d65d75b;0964190B;CPD;50;LOOP
2003-06-24 11:20:00;674bcc483b7fbbd33c1277a18ddcc529e40a2c0f58b14ebd39b5d0c5892af53c;0964150B;CPD;50;OHARE
2003-06-24 11:20:00;d0c89567db119f1c78214a6c8f965aea632e2580bda29b734a95183b9b875311;0964150B;CPD;50;LOOP
2005-01-07 09:12:00;ffc6ce1ef2ea1e3886ec3d32fb2673bb54a392287032a3ab6bc431f5b5fcf763;0976160F;CPD;50;OHARE
2004-01-27 21:52:00;c35721137928cc1fe589b1324f9d1d957895ab7cfe230ab15cdedddce564977c;0964110C;CPD;50;UPTOWN
2004-01-27 21:52:00;c35721137928cc1fe589b1324f9d1d957895ab7cfe230ab15cdedddce564977c;0964125;CPD;60;UPTOWN
2004-01-27 21:56:00;4d95a4e825c2ba951617e5086b1337cdb7bbfdd990f0dc18e01d962085e82812;0964150B;CPD;50;NEAR NORTH SIDE
2003-06-24 11:20:00;b5ae8e36e8fb2f0aebda95f8fce8eddbbd025983c1c0d25b1305f179cf7897d9;0964150B;CPD;50;GARFIELD RIDGE
